ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT00578,CUST00743,Customer 1931,customer551@example.com,Cloud Subscription,Billing,General enquiry,Open,Password reset,Critical,Email,317,114.85,4
TKT00579,CUST01769,Customer 500,customer1666@example.com,Analytics Suite,Feature Request,Installation help,Resolved,Configuration fixed,Medium,Chat,273,117.94,5
TKT00580,CUST01925,Customer 702,customer1523@example.com,AI Platform,Technical Issue,Login problem,In Progress,Escalated,Low,Web Form,538,83.83,1
TKT00581,CUST01414,Customer 822,customer1013@example.com,Laptop,Account Access,Login problem,Resolved,Information provided,High,Email,275,80.74,1
TKT00582,CUST00163,Customer 1829,customer1723@example.com,CRM License,Product Question,Login problem,Resolved,Configuration fixed,Medium,Email,39,8.55,4
TKT00583,CUST01759,Customer 181,customer409@example.com,AI Platform,Product Question,Performance issue,Resolved,Information provided,High,Email,90,34.31,2
TKT00584,CUST01618,Customer 1587,customer635@example.com,Support Package,Feature Request,Installation help,In Progress,Escalated,Medium,Phone,439,94.55,4
TKT00585,CUST00719,Customer 1314,customer1993@example.com,AI Platform,Billing,Login problem,Open,Information provided,Low,Phone,379,43.65,1
TKT00586,CUST00517,Customer 453,customer394@example.com,Cloud Subscription,Feature Request,General enquiry,In Progress,Configuration fixed,Medium,Chat,517,74.65,3
TKT00587,CUST01537,Customer 1687,customer1707@example.com,Cloud Subscription,Technical Issue,Login problem,Open,Password reset,Critical,Phone,119,70.59,1
TKT00588,CUST01216,Customer 1126,customer1732@example.com,Cloud Subscription,Product Question,Payment issue,Open,Configuration fixed,Low,Chat,313,69.9,4
TKT00589,CUST01505,Customer 1008,customer758@example.com,AI Platform,Billing,Performance issue,Open,Password reset,Critical,Chat,226,44.77,4
TKT00590,CUST01965,Customer 756,customer933@example.com,CRM License,Product Question,General enquiry,Closed,Refund processed,Low,Phone,576,106.24,3
TKT00591,CUST00739,Customer 837,customer1876@example.com,CRM License,Product Question,General enquiry,Resolved,Configuration fixed,Medium,Email,480,30.25,3
TKT00592,CUST01685,Customer 1602,customer623@example.com,Cloud Subscription,Feature Request,Payment issue,Closed,Refund processed,High,Phone,140,92.56,1
TKT00593,CUST00939,Customer 1940,customer742@example.com,CRM License,Billing,Installation help,In Progress,Escalated,Critical,Chat,446,3.53,2
TKT00594,CUST01701,Customer 1788,customer21@example.com,Cloud Subscription,Account Access,Login problem,Closed,Configuration fixed,Low,Chat,433,100.69,4
TKT00595,CUST00487,Customer 670,customer715@example.com,AI Platform,Feature Request,Performance issue,Resolved,Refund processed,Critical,Phone,235,91.1,2
TKT00596,CUST01647,Customer 1245,customer389@example.com,Cloud Subscription,Technical Issue,Login problem,In Progress,Refund processed,Critical,Phone,256,117.48,5
TKT00597,CUST01412,Customer 1997,customer409@example.com,CRM License,Technical Issue,General enquiry,Closed,Configuration fixed,Low,Chat,143,14.93,1
TKT00598,CUST00908,Customer 1261,customer1026@example.com,Analytics Suite,Product Question,Payment issue,In Progress,Escalated,Medium,Web Form,228,96.53,2
TKT00599,CUST01839,Customer 5,customer1542@example.com,CRM License,Account Access,Performance issue,Closed,Configuration fixed,Medium,Web Form,62,37.43,2
TKT00600,CUST00787,Customer 1443,customer1658@example.com,AI Platform,Account Access,Payment issue,In Progress,Refund processed,Low,Chat,382,30.13,1
TKT00601,CUST01486,Customer 1143,customer750@example.com,Analytics Suite,Billing,Login problem,Resolved,Configuration fixed,Critical,Chat,302,25.0,5
TKT00602,CUST01038,Customer 991,customer1005@example.com,CRM License,Product Question,General enquiry,Resolved,Configuration fixed,Critical,Chat,366,86.35,2
TKT00603,CUST00284,Customer 73,customer154@example.com,Analytics Suite,Billing,Performance issue,In Progress,Escalated,Critical,Chat,577,113.12,5
TKT00604,CUST00571,Customer 942,customer553@example.com,Laptop,Feature Request,Performance issue,Closed,Password reset,High,Email,221,78.43,4
TKT00605,CUST01601,Customer 1581,customer624@example.com,Support Package,Feature Request,Payment issue,Closed,Refund processed,High,Phone,77,32.26,3
TKT00606,CUST00957,Customer 1127,customer1859@example.com,Cloud Subscription,Product Question,Performance issue,Open,Information provided,High,Email,226,48.28,5
TKT00607,CUST01702,Customer 539,customer1700@example.com,CRM License,Billing,General enquiry,In Progress,Configuration fixed,Low,Web Form,212,29.3,1
TKT00608,CUST00254,Customer 1637,customer739@example.com,Laptop,Account Access,Installation help,Resolved,Information provided,Low,Email,288,8.84,5
TKT00609,CUST01538,Customer 897,customer345@example.com,Laptop,Product Question,General enquiry,Closed,Information provided,Critical,Chat,506,92.2,5
TKT00610,CUST01786,Customer 1295,customer326@example.com,Laptop,Account Access,Installation help,In Progress,Escalated,High,Web Form,595,12.98,4
TKT00611,CUST01985,Customer 29,customer1025@example.com,Analytics Suite,Technical Issue,Performance issue,In Progress,Refund processed,Medium,Phone,380,78.09,3
TKT00612,CUST01472,Customer 288,customer1891@example.com,Laptop,Product Question,Performance issue,Resolved,Escalated,Critical,Phone,479,51.68,2
TKT00613,CUST00944,Customer 402,customer1198@example.com,Cloud Subscription,Product Question,Login problem,Open,Information provided,High,Chat,174,9.18,1
TKT00614,CUST00125,Customer 281,customer793@example.com,CRM License,Technical Issue,General enquiry,Closed,Information provided,Critical,Chat,221,36.53,4
TKT00615,CUST00411,Customer 852,customer1657@example.com,Support Package,Technical Issue,Login problem,Resolved,Configuration fixed,Medium,Phone,526,9.52,3
TKT00616,CUST01320,Customer 832,customer965@example.com,Support Package,Product Question,Performance issue,Resolved,Refund processed,High,Email,219,75.7,3
TKT00617,CUST01766,Customer 162,customer436@example.com,Analytics Suite,Feature Request,Payment issue,Open,Password reset,Critical,Web Form,223,80.23,5
TKT00618,CUST01518,Customer 1319,customer1660@example.com,Analytics Suite,Billing,Payment issue,Resolved,Password reset,Medium,Email,538,107.42,1
TKT00619,CUST01215,Customer 967,customer1824@example.com,Laptop,Account Access,Login problem,Open,Password reset,Critical,Email,481,34.7,2
TKT00620,CUST01724,Customer 783,customer576@example.com,AI Platform,Billing,Installation help,Open,Information provided,Critical,Chat,467,21.55,3
TKT00621,CUST00616,Customer 486,customer1962@example.com,AI Platform,Technical Issue,Installation help,In Progress,Configuration fixed,Low,Email,435,57.21,5
TKT00622,CUST00659,Customer 764,customer1058@example.com,Laptop,Product Question,Installation help,Open,Refund processed,Low,Email,392,97.82,3
TKT00623,CUST00177,Customer 327,customer483@example.com,Cloud Subscription,Technical Issue,Performance issue,Closed,Refund processed,Low,Phone,331,68.12,3
TKT00624,CUST01262,Customer 1791,customer1733@example.com,Analytics Suite,Product Question,Performance issue,Open,Refund processed,Medium,Web Form,429,113.3,5
TKT00625,CUST00367,Customer 1030,customer282@example.com,Cloud Subscription,Technical Issue,General enquiry,In Progress,Escalated,Critical,Chat,22,11.1,4
TKT00626,CUST00553,Customer 1737,customer513@example.com,AI Platform,Account Access,General enquiry,Closed,Configuration fixed,High,Chat,36,86.45,4
TKT00627,CUST00188,Customer 1712,customer734@example.com,CRM License,Feature Request,Installation help,Open,Information provided,High,Chat,522,79.74,4
TKT00628,CUST01698,Customer 952,customer1789@example.com,Cloud Subscription,Technical Issue,Installation help,Resolved,Escalated,Medium,Phone,57,29.59,3
TKT00629,CUST00413,Customer 796,customer1899@example.com,Analytics Suite,Account Access,Performance issue,Resolved,Configuration fixed,Low,Email,390,25.35,3
TKT00630,CUST01751,Customer 1437,customer383@example.com,Cloud Subscription,Billing,Payment issue,Open,Password reset,Low,Chat,190,46.15,3
TKT00631,CUST00464,Customer 768,customer32@example.com,CRM License,Product Question,Login problem,Open,Refund processed,Low,Email,448,39.04,3
TKT00632,CUST00154,Customer 905,customer1709@example.com,Cloud Subscription,Feature Request,Login problem,Resolved,Escalated,Low,Web Form,284,40.53,4
TKT00633,CUST01957,Customer 820,customer1068@example.com,Laptop,Product Question,Performance issue,Open,Escalated,Critical,Chat,183,86.8,3
TKT00634,CUST00571,Customer 1207,customer787@example.com,Cloud Subscription,Feature Request,General enquiry,In Progress,Refund processed,Low,Web Form,427,11.29,2
TKT00635,CUST01444,Customer 109,customer17@example.com,Laptop,Technical Issue,Payment issue,In Progress,Refund processed,Medium,Chat,588,89.93,4
TKT00636,CUST00206,Customer 550,customer1097@example.com,AI Platform,Billing,Login problem,In Progress,Escalated,Critical,Web Form,469,60.18,2
TKT00637,CUST00374,Customer 1362,customer269@example.com,CRM License,Feature Request,Installation help,Open,Configuration fixed,Low,Email,138,21.29,5
TKT00638,CUST00798,Customer 996,customer1103@example.com,Analytics Suite,Technical Issue,Login problem,In Progress,Information provided,High,Chat,531,80.5,5
TKT00639,CUST01510,Customer 1385,customer305@example.com,Cloud Subscription,Billing,Login problem,Closed,Information provided,Medium,Web Form,599,45.17,4
TKT00640,CUST00011,Customer 1286,customer410@example.com,Cloud Subscription,Billing,Installation help,Closed,Escalated,Critical,Chat,164,16.39,4
TKT00641,CUST01266,Customer 665,customer252@example.com,Laptop,Technical Issue,Payment issue,Closed,Password reset,Medium,Phone,390,70.74,1
TKT00642,CUST01566,Customer 884,customer346@example.com,Cloud Subscription,Account Access,Login problem,Open,Escalated,Critical,Email,449,38.73,5
TKT00643,CUST00202,Customer 139,customer1401@example.com,Support Package,Account Access,Performance issue,Open,Refund processed,High,Web Form,374,34.39,4
TKT00644,CUST00863,Customer 1519,customer1423@example.com,Cloud Subscription,Billing,Payment issue,Closed,Information provided,Medium,Email,596,57.6,5
TKT00645,CUST01894,Customer 888,customer917@example.com,Cloud Subscription,Account Access,Login problem,In Progress,Information provided,High,Email,152,62.62,4
TKT00646,CUST01069,Customer 535,customer1651@example.com,Analytics Suite,Product Question,Performance issue,Open,Information provided,High,Web Form,126,84.49,4
TKT00647,CUST01501,Customer 1068,customer1923@example.com,Laptop,Billing,Login problem,Open,Escalated,Critical,Chat,531,59.32,1
TKT00648,CUST01486,Customer 26,customer274@example.com,Cloud Subscription,Account Access,General enquiry,Open,Information provided,Medium,Web Form,43,64.25,2
TKT00649,CUST00827,Customer 831,customer461@example.com,AI Platform,Technical Issue,General enquiry,Closed,Password reset,Critical,Phone,20,68.67,2
TKT00650,CUST01425,Customer 1829,customer1504@example.com,CRM License,Technical Issue,Performance issue,Closed,Information provided,Critical,Web Form,538,111.31,3
TKT00651,CUST01896,Customer 767,customer1179@example.com,Analytics Suite,Product Question,Installation help,Closed,Information provided,Medium,Email,509,12.6,3
TKT00652,CUST00630,Customer 723,customer654@example.com,Analytics Suite,Account Access,Performance issue,In Progress,Information provided,High,Web Form,82,79.78,3
TKT00653,CUST00097,Customer 900,customer1162@example.com,Support Package,Billing,Performance issue,In Progress,Password reset,High,Email,496,4.97,3
TKT00654,CUST01566,Customer 505,customer1189@example.com,AI Platform,Feature Request,Installation help,Closed,Password reset,Critical,Chat,432,31.46,2
TKT00655,CUST00628,Customer 441,customer1186@example.com,Laptop,Account Access,Login problem,In Progress,Refund processed,Low,Web Form,543,95.02,3
TKT00656,CUST01282,Customer 953,customer1070@example.com,Cloud Subscription,Product Question,General enquiry,Resolved,Information provided,Critical,Chat,233,43.68,4
TKT00657,CUST00317,Customer 1324,customer63@example.com,AI Platform,Technical Issue,General enquiry,Closed,Information provided,Critical,Email,195,3.69,4
TKT00658,CUST00437,Customer 499,customer1487@example.com,Analytics Suite,Account Access,Payment issue,In Progress,Escalated,Low,Phone,214,61.84,2
TKT00659,CUST01515,Customer 424,customer376@example.com,CRM License,Account Access,Login problem,Resolved,Escalated,High,Email,394,52.81,5
TKT00660,CUST00059,Customer 1467,customer1084@example.com,Cloud Subscription,Technical Issue,Installation help,Closed,Password reset,High,Chat,564,111.26,1
TKT00661,CUST00995,Customer 1001,customer1068@example.com,Support Package,Product Question,Login problem,Closed,Password reset,Critical,Email,564,113.09,1
TKT00662,CUST01513,Customer 614,customer187@example.com,Support Package,Account Access,General enquiry,Open,Password reset,Low,Email,211,33.82,2
TKT00663,CUST00940,Customer 1694,customer576@example.com,Laptop,Product Question,Payment issue,Open,Refund processed,Medium,Email,42,98.53,3
TKT00664,CUST00332,Customer 1984,customer559@example.com,AI Platform,Technical Issue,Performance issue,In Progress,Refund processed,High,Phone,245,62.01,5
TKT00665,CUST01270,Customer 1696,customer403@example.com,Analytics Suite,Account Access,Performance issue,Resolved,Configuration fixed,High,Web Form,269,65.05,3
TKT00666,CUST00226,Customer 553,customer796@example.com,Cloud Subscription,Billing,Payment issue,Closed,Password reset,Low,Email,11,14.14,3
TKT00667,CUST01161,Customer 1952,customer586@example.com,Analytics Suite,Technical Issue,Login problem,Closed,Information provided,Critical,Web Form,586,100.46,2
TKT00668,CUST00841,Customer 724,customer1145@example.com,AI Platform,Technical Issue,Installation help,Open,Password reset,Medium,Web Form,111,72.91,1
TKT00669,CUST01085,Customer 158,customer124@example.com,CRM License,Product Question,Installation help,Resolved,Information provided,Medium,Chat,347,114.65,2
TKT00670,CUST01844,Customer 1077,customer340@example.com,Laptop,Product Question,Login problem,Resolved,Refund processed,Critical,Web Form,218,94.06,4
TKT00671,CUST01771,Customer 1912,customer1031@example.com,Analytics Suite,Feature Request,Performance issue,Resolved,Refund processed,High,Chat,428,56.26,5
TKT00672,CUST01437,Customer 7,customer675@example.com,Analytics Suite,Technical Issue,General enquiry,In Progress,Refund processed,Medium,Web Form,400,102.94,1
TKT00673,CUST00989,Customer 17,customer831@example.com,Analytics Suite,Technical Issue,Payment issue,Closed,Information provided,Medium,Web Form,547,38.53,2
TKT00674,CUST01597,Customer 9,customer127@example.com,AI Platform,Billing,Performance issue,Closed,Escalated,Low,Phone,40,103.63,1
TKT00675,CUST00201,Customer 1682,customer509@example.com,Support Package,Technical Issue,Performance issue,Resolved,Password reset,Critical,Email,169,14.34,4
TKT00676,CUST00540,Customer 468,customer646@example.com,Analytics Suite,Technical Issue,Installation help,Open,Information provided,Medium,Phone,211,40.71,2
TKT00677,CUST00929,Customer 992,customer45@example.com,Laptop,Feature Request,General enquiry,Closed,Refund processed,Medium,Phone,539,104.26,5
